# lon_gridpoint [deg], lat_gridpoint [deg], P_R_modelGRS [W], P_R_modelFREND [W] 
-59.125, 46.875, 6.000398542483949e-24, 5.9874654403299245e-24 
-58.875, 46.875, 5.467571324592179e-24, 5.456802155578522e-24 
-59.375, 47.125, 4.492261354635453e-24, 4.4814225777867706e-24 
-59.125, 47.125, 6.93303888050977e-24, 6.917639122976802e-24 
-58.875, 47.125, 5.1909221693673045e-24, 5.1803562655587916e-24 
-58.625, 47.125, 8.889167169591481e-24, 8.872724524952697e-24 
-58.375, 47.125, 1.4778913268004462e-23, 1.4753618915094557e-23 
-58.125, 47.125, 1.3416040392748604e-23, 1.3395239813600616e-23 
-59.625, 47.375, 7.340904740334044e-24, 7.321227985890131e-24 
-59.375, 47.375, 9.013691781028891e-24, 8.991278045611306e-24 
-59.125, 47.375, 8.697708492030181e-24, 8.677766298988991e-24 
-58.875, 47.375, 7.205959343898264e-24, 7.190817567671109e-24 
-58.625, 47.375, 8.496341488862434e-24, 8.480066393778488e-24 
-58.375, 47.375, 9.12579653209308e-24, 9.109577269649197e-24 
-58.125, 47.375, 1.0336072239524027e-23, 1.0319884720508674e-23 
-57.875, 47.375, 8.57353212684777e-24, 8.562250191331108e-24 
-57.625, 47.375, 8.924831478877483e-24, 8.915320153406619e-24 
-57.375, 47.375, 1.1820764303809465e-23, 1.1810845768981098e-23 
-59.875, 47.625, 2.041381839713862e-23, 2.0353314184052288e-23 
-59.625, 47.625, 2.223998260747327e-23, 2.2178726252269516e-23 
-59.375, 47.625, 1.166763006883006e-23, 1.1637754949307066e-23 
-59.125, 47.625, 9.520480879502616e-24, 9.49794910360738e-24 
-58.875, 47.625, 9.91031736124413e-24, 9.888783696490034e-24 
-58.625, 47.625, 1.0437156048921945e-23, 1.0416476318510533e-23 
-58.375, 47.625, 1.0705425721568746e-23, 1.06862291193127e-23 
-58.125, 47.625, 1.9109472269098772e-23, 1.9079660711379927e-23 
-57.875, 47.625, 1.578406669654877e-23, 1.5763392687367095e-23 
-57.625, 47.625, 1.401379031945422e-23, 1.3998941417425937e-23 
-57.375, 47.625, 3.699471640739064e-23, 3.6963902236037047e-23 
-57.125, 47.625, 4.875688081153873e-23, 4.8727296685111e-23 
-56.875, 47.625, 4.970079433540054e-23, 4.9681876929990896e-23 
-56.625, 47.625, 3.7019966169800616e-23, 3.701392947751801e-23 
-60.125, 47.875, 9.117283091680611e-24, 9.08752832250536e-24 
-59.875, 47.875, 9.800601233616951e-24, 9.770831659167679e-24 
-59.625, 47.875, 3.021773696774978e-23, 3.013277853691295e-23 
-59.375, 47.875, 3.109877796125151e-23, 3.101737569865274e-23 
-59.125, 47.875, 2.0274080497781655e-23, 2.0224942931877778e-23 
-58.875, 47.875, 2.0194645469627266e-23, 2.0149614868527882e-23 
-58.625, 47.875, 1.806971957548663e-23, 1.803352881850687e-23 
-58.375, 47.875, 1.7574701141654395e-23, 1.7543293268107673e-23 
-58.125, 47.875, 2.2054339763792953e-23, 2.202006816564891e-23 
-57.875, 47.875, 2.0934084568399987e-23, 2.0906792783062283e-23 
-57.625, 47.875, 4.6244125218799896e-23, 4.6195408498275216e-23 
-57.375, 47.875, 6.249234540014242e-23, 6.244102842595049e-23 
-57.125, 47.875, 5.571448613160687e-23, 5.568133677262638e-23 
-56.875, 47.875, 4.3149875971902903e-23, 4.3133961249624096e-23 
-56.625, 47.875, 2.733374054932084e-23, 2.732984040850889e-23 
-56.375, 47.875, 2.5426076508026194e-23, 2.542720962429806e-23 
-56.125, 47.875, 2.2196241267819425e-23, 2.220136161417444e-23 
-55.875, 47.875, 1.0597543945183547e-23, 1.0601960876511173e-23 
-60.375, 48.125, 2.0269673932607133e-23, 2.0196684725496326e-23 
