# lon_gridpoint [deg], lat_gridpoint [deg], P_R_modelGRS [W], P_R_modelFREND [W] 
-168.375, 52.625, 1.0975124032492912e-23, nan 
-168.125, 52.625, 7.943863450784194e-24, nan 
-167.875, 52.625, 4.796857220127245e-24, nan 
-167.625, 52.625, 7.701410915754646e-24, nan 
-167.375, 52.625, 7.879577947592271e-24, nan 
-167.125, 52.625, 1.137467769752705e-23, nan 
-166.875, 52.625, 1.2867398855983514e-23, nan 
-166.625, 52.625, 1.584757276331437e-23, nan 
-166.375, 52.625, 1.4748116135703575e-23, nan 
-166.125, 52.625, 1.2432821885375398e-23, nan 
-165.875, 52.625, 1.5967690923006546e-23, nan 
-165.625, 52.625, 1.2227843410925955e-23, nan 
-165.375, 52.625, 1.012485279177271e-23, nan 
-165.125, 52.625, 1.4926676292987235e-23, nan 
-164.875, 52.625, 1.2151700184312642e-23, nan 
-164.625, 52.625, 1.1806501469028044e-23, nan 
-164.375, 52.625, 1.158949093241259e-23, nan 
-164.125, 52.625, 1.1471871544806691e-23, nan 
-163.875, 52.625, 9.30922067027986e-24, nan 
-163.625, 52.625, 7.624349799710973e-24, nan 
-163.375, 52.625, 2.6055590295047442e-23, nan 
-163.125, 52.625, 2.6167533201590664e-23, nan 
-162.875, 52.625, 1.3344996655954753e-23, nan 
-162.625, 52.625, 1.4410525343858562e-23, nan 
-162.375, 52.625, 1.061920894949777e-23, nan 
-162.125, 52.625, 1.2963674317326459e-23, nan 
-161.875, 52.625, 9.795128340576796e-24, nan 
-161.625, 52.625, 1.0500491181221672e-23, nan 
-161.375, 52.625, 3.7586867806904757e-23, nan 
-161.125, 52.625, 4.257427586914992e-23, nan 
-160.875, 52.625, 3.097085546005279e-23, nan 
-160.625, 52.625, 2.2244824756263265e-23, nan 
-160.375, 52.625, 2.2938151600524656e-23, nan 
-160.125, 52.625, 2.746102438083703e-23, nan 
-159.875, 52.625, 1.6487329497423355e-23, nan 
-159.625, 52.625, 1.3216944349860714e-23, nan 
-159.375, 52.625, 7.00115593950688e-24, nan 
-159.125, 52.625, 7.400977554583674e-24, nan 
-158.875, 52.625, 7.40316556635226e-24, nan 
-158.625, 52.625, 3.374186639372953e-24, nan 
-158.375, 52.625, 3.535863124231237e-23, nan 
-158.125, 52.625, 4.411717707670427e-23, nan 
-157.875, 52.625, 4.491305367263109e-23, nan 
-157.625, 52.625, 3.973549559765371e-23, nan 
-157.375, 52.625, 5.238343565990714e-24, nan 
-157.125, 52.625, 4.4504365854389e-24, nan 
-156.875, 52.625, 4.645036523411209e-24, nan 
-156.625, 52.625, 2.809900417150441e-24, nan 
-156.375, 52.625, 1.1928799215864151e-24, nan 
-156.125, 52.625, 6.085741843816782e-24, nan 
-155.875, 52.625, 8.055320408067208e-24, nan 
-155.625, 52.625, 7.646360592230643e-24, nan 
-155.375, 52.625, 1.2585361976136069e-23, nan 
-155.125, 52.625, 2.075151868897899e-23, nan 
-154.875, 52.625, 1.7561418860715074e-23, nan 
-154.625, 52.625, 8.593761149978607e-24, nan 
-154.375, 52.625, 9.56753861019304e-24, nan 
-154.125, 52.625, 3.1800197267933013e-24, nan 
-153.875, 52.625, 2.7719196803795606e-24, nan 
-153.625, 52.625, 8.425170634917496e-24, nan 
-153.375, 52.625, 9.177986102309824e-24, nan 
-153.125, 52.625, 4.4892917048623616e-24, nan 
-152.875, 52.625, 5.241711399204814e-24, nan 
-152.625, 52.625, 8.515623840647433e-24, nan 
-152.375, 52.625, 7.738419464718733e-24, nan 
-152.125, 52.625, 5.439516200353388e-24, nan 
-151.875, 52.625, 7.414681865961288e-24, nan 
-151.625, 52.625, 7.042135294504396e-24, nan 
-151.375, 52.625, 3.5380724800743986e-24, nan 
-151.125, 52.625, 5.742307022346864e-24, nan 
-150.875, 52.625, 5.507339344676512e-24, nan 
-150.625, 52.625, 4.540383337953288e-24, nan 
-150.375, 52.625, 7.693582099238292e-24, nan 
-150.125, 52.625, 7.355342359543805e-24, nan 
-149.875, 52.625, 8.088706241045734e-24, nan 
-149.625, 52.625, 1.822427483074512e-23, nan 
-149.375, 52.625, 2.018232932940166e-23, nan 
-149.125, 52.625, 1.566666100866171e-23, nan 
-148.875, 52.625, 1.2263533070916925e-23, nan 
-148.625, 52.625, 7.587415886272113e-24, nan 
-148.375, 52.625, 5.547098329153652e-24, nan 
-148.125, 52.625, 1.8984407810309734e-23, nan 
-147.875, 52.625, 1.7394404868677572e-23, nan 
-147.625, 52.625, 1.994628529847843e-23, nan 
-147.375, 52.625, 2.2011814190698226e-23, nan 
-147.125, 52.625, 1.7873115647892128e-23, nan 
-146.875, 52.625, 2.1719942604208422e-23, nan 
-146.625, 52.625, 1.4087452877981925e-23, nan 
-146.375, 52.625, 8.549861427289783e-24, nan 
-146.125, 52.625, 5.501521262677272e-24, nan 
-145.875, 52.625, 3.5194608290110966e-24, nan 
-145.625, 52.625, 1.0079280334549874e-23, nan 
-145.375, 52.625, 8.571052158871615e-24, nan 
-145.125, 52.625, 2.8170401408523775e-24, nan 
-144.875, 52.625, 4.392398287938307e-24, nan 
-144.625, 52.625, 3.2688735454903028e-24, nan 
-144.375, 52.625, 2.0204542281396922e-24, nan 
-144.125, 52.625, 2.2397287548133405e-24, nan 
-143.875, 52.625, 3.2990440217162395e-24, nan 
-143.625, 52.625, 7.735264680313332e-24, nan 
-143.375, 52.625, 6.93751743153368e-24, nan 
-143.125, 52.625, 1.1006779263525287e-23, nan 
-142.875, 52.625, 9.20000871039385e-24, nan 
-142.625, 52.625, 9.063325835186597e-24, nan 
-142.375, 52.625, 9.445289697341623e-24, nan 
-142.125, 52.625, 5.1768326843673165e-24, nan 
-179.875, 52.875, 3.6352406650829195e-23, nan 
-179.625, 52.875, 4.526204176442098e-23, nan 
-179.375, 52.875, 4.595669377849804e-23, nan 
-179.125, 52.875, 2.2509355995761885e-23, nan 
-178.875, 52.875, 1.5595286708814466e-23, nan 
-178.625, 52.875, 1.492995815439687e-23, nan 
-178.375, 52.875, 1.8176350531908208e-23, nan 
-178.125, 52.875, 2.272943955264251e-23, nan 
-177.875, 52.875, 7.586922568850756e-24, nan 
-177.625, 52.875, 2.5844172871313623e-23, nan 
-177.375, 52.875, 2.5447551651916385e-23, nan 
-177.125, 52.875, 1.2608759895114634e-23, nan 
-176.875, 52.875, 1.4006877805499073e-23, nan 
-176.625, 52.875, 3.2567661084450424e-23, nan 
-176.375, 52.875, 2.9379727596286006e-23, nan 
-176.125, 52.875, 9.515014084254285e-24, nan 
-175.875, 52.875, 6.887209594389476e-24, nan 
-175.625, 52.875, 3.4717783935771204e-24, nan 
-175.375, 52.875, 4.927571297027013e-24, nan 
-175.125, 52.875, 3.3417699168482795e-24, nan 
-174.875, 52.875, 1.2908015060985619e-24, nan 
-174.625, 52.875, 2.6467837957034644e-24, nan 
-174.375, 52.875, 2.608097506433104e-24, nan 
-174.125, 52.875, 6.549227256330022e-24, nan 
-173.875, 52.875, 6.143312369230384e-24, nan 
-173.625, 52.875, 4.792196555425349e-24, nan 
-173.375, 52.875, 3.543361789150697e-24, nan 
-173.125, 52.875, 2.5664533532446606e-24, nan 
-172.875, 52.875, 1.4952477434766241e-24, nan 
-172.625, 52.875, 9.22661670249668e-25, nan 
-172.375, 52.875, 1.0310286831973646e-23, nan 
-172.125, 52.875, 1.0741457898384073e-23, nan 
-171.875, 52.875, 6.501671618975658e-24, nan 
-171.625, 52.875, 5.966034161380293e-24, nan 
-171.375, 52.875, 7.114924800504048e-24, nan 
-171.125, 52.875, 8.701798176912473e-24, nan 
-170.875, 52.875, 4.916244096145637e-24, nan 
-170.625, 52.875, 1.1098795987529289e-23, nan 
-170.375, 52.875, 1.816407066900614e-23, nan 
-170.125, 52.875, 2.955048142047914e-23, nan 
-169.875, 52.875, 2.1931816795212096e-23, nan 
-169.625, 52.875, 2.5162162779346308e-23, nan 
-169.375, 52.875, 1.42843397885593e-23, nan 
-169.125, 52.875, 6.27294182507456e-24, nan 
-168.875, 52.875, 5.086322741146215e-24, nan 
-168.625, 52.875, 1.492070424992172e-23, nan 
-168.375, 52.875, 1.6524315963994325e-23, nan 
-168.125, 52.875, 1.488476100578368e-23, nan 
-167.875, 52.875, 1.2927495960135533e-23, nan 
-167.625, 52.875, 9.308090569131688e-24, nan 
-167.375, 52.875, 1.2339495487615175e-23, nan 
-167.125, 52.875, 1.1344377264124386e-23, nan 
-166.875, 52.875, 6.936824017431291e-24, nan 
-166.625, 52.875, 1.2008106702527945e-23, nan 
-166.375, 52.875, 1.581220199664479e-23, nan 
-166.125, 52.875, 1.4770348375479692e-23, nan 
-165.875, 52.875, 1.941303174518442e-23, nan 
-165.625, 52.875, 1.9540776784906045e-23, nan 
-165.375, 52.875, 1.891977704809925e-23, nan 
-165.125, 52.875, 1.4526843534803993e-23, nan 
-164.875, 52.875, 1.1780159486335226e-23, nan 
-164.625, 52.875, 1.3299480744123625e-23, nan 
-164.375, 52.875, 6.770670953538877e-24, nan 
-164.125, 52.875, 8.955394278936316e-24, nan 
-163.875, 52.875, 7.114539307200349e-24, nan 
-163.625, 52.875, 7.940783813476174e-24, nan 
-163.375, 52.875, 3.9385803373721355e-23, nan 
-163.125, 52.875, 4.1696487287809475e-23, nan 
-162.875, 52.875, 9.462556011758021e-24, nan 
-162.625, 52.875, 6.699522755153897e-24, nan 
-162.375, 52.875, 1.3224383824997819e-23, nan 
-162.125, 52.875, 2.1711352653331575e-23, nan 
-161.875, 52.875, 1.7178395264385396e-23, nan 
-161.625, 52.875, 1.792539657736272e-23, nan 
-161.375, 52.875, 1.7373861142274737e-23, nan 
-161.125, 52.875, 2.236128128156031e-23, nan 
-160.875, 52.875, 2.2458122947071033e-23, nan 
-160.625, 52.875, 1.4564475429941075e-23, nan 
-160.375, 52.875, 1.8579293959778855e-23, nan 
-160.125, 52.875, 2.8584099623559386e-23, nan 
-159.875, 52.875, 2.0588442841792725e-23, nan 
-159.625, 52.875, 1.222474523638704e-23, nan 
-159.375, 52.875, 6.704465271533044e-24, nan 
-159.125, 52.875, 9.901525078174078e-24, nan 
-158.875, 52.875, 1.09874486358595e-23, nan 
-158.625, 52.875, 1.1373410427930037e-23, nan 
-158.375, 52.875, 1.2955718176633197e-23, nan 
-158.125, 52.875, 2.9289775196546575e-23, nan 
-157.875, 52.875, 2.6426488804868942e-23, nan 
-157.625, 52.875, 1.1387071850622659e-23, nan 
-157.375, 52.875, 5.621243569397969e-24, nan 
-157.125, 52.875, 5.121485974767319e-24, nan 
-156.875, 52.875, 5.17970052876982e-24, nan 
-156.625, 52.875, 4.826131718661415e-24, nan 
