# lon_gridpoint [deg], lat_gridpoint [deg], P_R_modelGRS [W], P_R_modelFREND [W] 
-33.125, 47.875, 2.448736718511418e-23, 2.4480949149286585e-23 
-32.875, 47.875, 2.0334398916635994e-23, 2.0327957305206424e-23 
-32.625, 47.875, 2.4611493115859e-23, 2.4602449955391378e-23 
-32.375, 47.875, 1.974249275120195e-23, 1.9734185953296425e-23 
-32.125, 47.875, 1.41322172972855e-23, 1.4125783047354608e-23 
-31.875, 47.875, 1.3570915043268864e-23, 1.3564389691759304e-23 
-31.625, 47.875, 1.415686548747908e-23, 1.4149771070577996e-23 
-31.375, 47.875, 1.6313567251853052e-23, 1.6305395781250054e-23 
-31.125, 47.875, 8.243063619603039e-24, 8.238989048475085e-24 
-30.875, 47.875, 1.4519490097627272e-23, 1.4512408873590633e-23 
-30.625, 47.875, 1.3622037006001243e-23, 1.3615650952133703e-23 
-30.375, 47.875, 5.562878767771594e-24, 5.5604572533293925e-24 
-30.125, 47.875, 8.097534186130342e-24, 8.094280680649758e-24 
-29.875, 47.875, 1.2186824041136866e-23, 1.2182335929676677e-23 
-29.625, 47.875, 1.1852040261487181e-23, 1.1848072708017058e-23 
-29.375, 47.875, 6.992651060834913e-24, 6.990825590237915e-24 
-29.125, 47.875, 6.4769204466214584e-24, 6.4757953978376334e-24 
-28.875, 47.875, 5.928949215154974e-24, 5.928437336404685e-24 
-28.625, 47.875, 8.593640222870089e-24, 8.593649173231277e-24 
-28.375, 47.875, 9.624127249821939e-24, 9.625169523655503e-24 
-28.125, 47.875, 1.1283047075181956e-23, 1.1285558859263431e-23 
-27.875, 47.875, 9.03620003129855e-24, 9.039244756548056e-24 
-27.625, 47.875, 7.442492431993473e-24, 7.445738973165151e-24 
-27.375, 47.875, 4.4400847297130016e-24, 4.442355595955057e-24 
-27.125, 47.875, 9.933527857775083e-24, 9.939471256263405e-24 
-26.875, 47.875, 4.3176448437962696e-24, 4.3206032623483045e-24 
-26.625, 47.875, 7.174816195905762e-24, 7.180355682139493e-24 
-26.375, 47.875, 1.0736362005406846e-23, 1.0745334976368754e-23 
-26.125, 47.875, 1.3161241285362052e-23, 1.3173030127077306e-23 
-25.875, 47.875, 2.1209921676858478e-23, 2.12301919376293e-23 
-25.625, 47.875, 1.953181291193385e-23, 1.9551650868670772e-23 
-25.375, 47.875, 2.729380331503747e-23, 2.7322638005654e-23 
-25.125, 47.875, 3.922393385314442e-23, 3.9266668912838376e-23 
-24.875, 47.875, 4.971442236561904e-23, 4.977023061543204e-23 
-24.625, 47.875, 6.231452543757764e-23, 6.238653865063307e-23 
-24.375, 47.875, 5.038080701173374e-23, 5.0439932682748985e-23 
-24.125, 47.875, 2.952470181478182e-23, 2.956032761775081e-23 
-23.875, 47.875, 2.463642684936089e-23, 2.466696899885478e-23 
-23.625, 47.875, 4.250075569688058e-23, 4.2554827512721046e-23 
-23.375, 47.875, 3.81849526940306e-23, 3.823544766497996e-23 
-23.125, 47.875, 1.5922031491737843e-23, 1.5944014764280185e-23 
-22.875, 47.875, 1.1198286299305583e-23, 1.1214400523913827e-23 
-22.625, 47.875, 1.0081479542901411e-23, 1.0096183687954968e-23 
-22.375, 47.875, 1.3169818080160312e-23, 1.3188509427739411e-23 
-22.125, 47.875, 1.4985780668428628e-23, 1.5007130457523154e-23 
-21.875, 47.875, 1.0202442658212933e-23, 1.0217040924218716e-23 
-21.625, 47.875, 1.0146930964308065e-23, 1.0161512612209887e-23 
-21.375, 47.875, 1.3304598773272372e-23, 1.3323556947902058e-23 
-21.125, 47.875, 1.0498765835093142e-23, 1.0513508091758025e-23 
-20.875, 47.875, 5.977459174223787e-24, 5.985728657800135e-24 
